date_key,date,day,week,month,quarter,year
D001526,04-01-2019,4,1st Week,1,Q1,2019
D001527,17-10-2016,17,3rd Week,10,Q4,2016
D001528,01-04-2014,1,1st Week,4,Q2,2014
D001529,03-04-2019,3,1st Week,4,Q2,2019
D001530,05-03-2018,5,1st Week,3,Q1,2018
D001531,26-01-2014,26,4th Week,1,Q1,2014
D001532,30-06-2015,30,4th Week,6,Q2,2015
D001533,01-11-2015,1,1st Week,11,Q4,2015
D001534,17-06-2018,17,3rd Week,6,Q2,2018
D001535,20-02-2016,20,3rd Week,2,Q1,2016
D001536,22-12-2014,22,4th Week,12,Q4,2014
D001537,25-02-2015,25,4th Week,2,Q1,2015
D001538,05-12-2015,5,1st Week,12,Q4,2015
D001539,20-05-2020,20,3rd Week,5,Q2,2020
D001540,22-04-2020,22,4th Week,4,Q2,2020
D001541,03-05-2019,3,1st Week,5,Q2,2019
D001542,02-04-2019,2,1st Week,4,Q2,2019
D001543,06-10-2017,6,1st Week,10,Q4,2017
D001544,13-03-2015,13,2nd Week,3,Q1,2015
D001545,02-01-2018,2,1st Week,1,Q1,2018
D001546,24-09-2017,24,4th Week,9,Q3,2017
D001547,28-02-2020,28,4th Week,2,Q1,2020
D001548,23-01-2015,23,4th Week,1,Q1,2015
D001549,02-07-2014,2,1st Week,7,Q3,2014
D001550,12-11-2018,12,2nd Week,11,Q4,2018
D001551,05-05-2020,5,1st Week,5,Q2,2020
D001552,22-03-2018,22,4th Week,3,Q1,2018
D001553,11-08-2017,11,2nd Week,8,Q3,2017
D001554,29-03-2020,29,4th Week,3,Q1,2020
D001555,27-11-2019,27,4th Week,11,Q4,2019
D001556,21-02-2020,21,3rd Week,2,Q1,2020
D001557,06-10-2016,6,1st Week,10,Q4,2016
D001558,04-10-2018,4,1st Week,10,Q4,2018
D001559,04-09-2018,4,1st Week,9,Q3,2018
D001560,22-07-2015,22,4th Week,7,Q3,2015
D001561,18-09-2016,18,3rd Week,9,Q3,2016
D001562,04-06-2016,4,1st Week,6,Q2,2016
D001563,29-04-2014,29,4th Week,4,Q2,2014
D001564,30-01-2019,30,4th Week,1,Q1,2019
D001565,13-11-2019,13,2nd Week,11,Q4,2019
D001566,15-07-2020,15,3rd Week,7,Q3,2020
D001567,18-07-2017,18,3rd Week,7,Q3,2017
D001568,03-07-2014,3,1st Week,7,Q3,2014
D001569,03-08-2015,3,1st Week,8,Q3,2015
D001570,23-03-2015,23,4th Week,3,Q1,2015
D001571,20-12-2015,20,3rd Week,12,Q4,2015
D001572,06-07-2014,6,1st Week,7,Q3,2014
D001573,23-12-2016,23,4th Week,12,Q4,2016
D001574,21-12-2014,21,3rd Week,12,Q4,2014
D001575,16-03-2019,16,3rd Week,3,Q1,2019
D001576,04-12-2016,4,1st Week,12,Q4,2016
D001577,06-12-2019,6,1st Week,12,Q4,2019
D001578,30-11-2019,30,4th Week,11,Q4,2019
D001579,19-10-2014,19,3rd Week,10,Q4,2014
D001580,26-08-2016,26,4th Week,8,Q3,2016
D001581,22-08-2017,22,4th Week,8,Q3,2017
D001582,15-06-2017,15,3rd Week,6,Q2,2017
D001583,09-10-2014,9,2nd Week,10,Q4,2014
D001584,14-04-2019,14,2nd Week,4,Q2,2019
D001585,24-05-2018,24,4th Week,5,Q2,2018
D001586,31-01-2015,31,4th Week,1,Q1,2015
D001587,10-01-2015,10,2nd Week,1,Q1,2015
D001588,20-03-2020,20,3rd Week,3,Q1,2020
D001589,29-11-2018,29,4th Week,11,Q4,2018
D001590,30-09-2019,30,4th Week,9,Q3,2019
D001591,21-03-2014,21,3rd Week,3,Q1,2014
D001592,24-09-2016,24,4th Week,9,Q3,2016
D001593,05-02-2019,5,1st Week,2,Q1,2019
D001594,09-10-2017,9,2nd Week,10,Q4,2017
D001595,11-10-2020,11,2nd Week,10,Q4,2020
D001596,06-11-2015,6,1st Week,11,Q4,2015
D001597,17-10-2017,17,3rd Week,10,Q4,2017
D001598,01-12-2016,1,1st Week,12,Q4,2016
D001599,24-05-2014,24,4th Week,5,Q2,2014
D001600,13-05-2016,13,2nd Week,5,Q2,2016
D001601,01-11-2017,1,1st Week,11,Q4,2017
D001602,01-05-2014,1,1st Week,5,Q2,2014
D001603,28-06-2020,28,4th Week,6,Q2,2020
D001604,28-02-2016,28,4th Week,2,Q1,2016
D001605,24-04-2015,24,4th Week,4,Q2,2015
D001606,23-12-2020,23,4th Week,12,Q4,2020
D001607,28-01-2019,28,4th Week,1,Q1,2019
D001608,25-04-2019,25,4th Week,4,Q2,2019
D001609,15-08-2015,15,3rd Week,8,Q3,2015
D001610,09-12-2020,9,2nd Week,12,Q4,2020
D001611,24-11-2019,24,4th Week,11,Q4,2019
D001612,22-10-2017,22,4th Week,10,Q4,2017
D001613,11-02-2019,11,2nd Week,2,Q1,2019
D001614,06-12-2018,6,1st Week,12,Q4,2018
D001615,18-09-2015,18,3rd Week,9,Q3,2015
D001616,22-10-2016,22,4th Week,10,Q4,2016
D001617,30-11-2017,30,4th Week,11,Q4,2017
D001618,31-08-2018,31,4th Week,8,Q3,2018
D001619,19-10-2017,19,3rd Week,10,Q4,2017
D001620,15-12-2015,15,3rd Week,12,Q4,2015
D001621,21-02-2016,21,3rd Week,2,Q1,2016
D001622,27-12-2016,27,4th Week,12,Q4,2016
D001623,26-07-2015,26,4th Week,7,Q3,2015
D001624,17-11-2017,17,3rd Week,11,Q4,2017
D001625,12-03-2019,12,2nd Week,3,Q1,2019
D001626,25-11-2020,25,4th Week,11,Q4,2020
D001627,26-12-2016,26,4th Week,12,Q4,2016
D001628,18-11-2017,18,3rd Week,11,Q4,2017
D001629,25-01-2015,25,4th Week,1,Q1,2015
D001630,04-04-2018,4,1st Week,4,Q2,2018
D001631,17-04-2020,17,3rd Week,4,Q2,2020
D001632,06-07-2016,6,1st Week,7,Q3,2016
D001633,04-06-2018,4,1st Week,6,Q2,2018
D001634,29-01-2015,29,4th Week,1,Q1,2015
D001635,07-08-2018,7,1st Week,8,Q3,2018
D001636,21-12-2019,21,3rd Week,12,Q4,2019
D001637,26-02-2020,26,4th Week,2,Q1,2020
D001638,06-03-2018,6,1st Week,3,Q1,2018
D001639,26-07-2016,26,4th Week,7,Q3,2016
D001640,28-05-2018,28,4th Week,5,Q2,2018
D001641,06-07-2017,6,1st Week,7,Q3,2017
D001642,14-10-2016,14,2nd Week,10,Q4,2016
D001643,05-01-2017,5,1st Week,1,Q1,2017
D001644,05-06-2020,5,1st Week,6,Q2,2020
D001645,24-02-2018,24,4th Week,2,Q1,2018
D001646,13-02-2014,13,2nd Week,2,Q1,2014
D001647,27-08-2016,27,4th Week,8,Q3,2016
D001648,31-10-2014,31,4th Week,10,Q4,2014
D001649,14-02-2020,14,2nd Week,2,Q1,2020
D001650,27-05-2014,27,4th Week,5,Q2,2014
D001651,09-01-2021,9,2nd Week,1,Q1,2021
D001652,28-05-2020,28,4th Week,5,Q2,2020
D001653,23-08-2017,23,4th Week,8,Q3,2017
D001654,18-08-2019,18,3rd Week,8,Q3,2019
D001655,29-05-2015,29,4th Week,5,Q2,2015
D001656,06-05-2016,6,1st Week,5,Q2,2016
D001657,07-05-2017,7,1st Week,5,Q2,2017
D001658,08-08-2015,8,2nd Week,8,Q3,2015
D001659,04-03-2016,4,1st Week,3,Q1,2016
D001660,14-01-2019,14,2nd Week,1,Q1,2019
D001661,09-01-2020,9,2nd Week,1,Q1,2020
D001662,17-10-2020,17,3rd Week,10,Q4,2020
D001663,05-08-2019,5,1st Week,8,Q3,2019
D001664,23-09-2019,23,4th Week,9,Q3,2019
D001665,11-05-2017,11,2nd Week,5,Q2,2017
D001666,18-12-2018,18,3rd Week,12,Q4,2018
D001667,07-04-2020,7,1st Week,4,Q2,2020
D001668,19-07-2016,19,3rd Week,7,Q3,2016
D001669,19-02-2017,19,3rd Week,2,Q1,2017
D001670,11-09-2017,11,2nd Week,9,Q3,2017
D001671,10-09-2014,10,2nd Week,9,Q3,2014
D001672,12-10-2017,12,2nd Week,10,Q4,2017
D001673,21-11-2019,21,3rd Week,11,Q4,2019
D001674,21-01-2021,21,3rd Week,1,Q1,2021
D001675,11-09-2015,11,2nd Week,9,Q3,2015
D001676,25-01-2018,25,4th Week,1,Q1,2018
D001677,06-04-2015,6,1st Week,4,Q2,2015
D001678,31-01-2019,31,4th Week,1,Q1,2019
D001679,10-11-2017,10,2nd Week,11,Q4,2017
D001680,22-04-2015,22,4th Week,4,Q2,2015
D001681,16-12-2014,16,3rd Week,12,Q4,2014
D001682,16-10-2015,16,3rd Week,10,Q4,2015
D001683,09-06-2016,9,2nd Week,6,Q2,2016
D001684,07-07-2015,7,1st Week,7,Q3,2015
D001685,04-02-2020,4,1st Week,2,Q1,2020
D001686,31-07-2014,31,4th Week,7,Q3,2014
D001687,04-07-2020,4,1st Week,7,Q3,2020
D001688,21-03-2016,21,3rd Week,3,Q1,2016
D001689,16-01-2021,16,3rd Week,1,Q1,2021
D001690,22-08-2019,22,4th Week,8,Q3,2019
D001691,29-10-2017,29,4th Week,10,Q4,2017
D001692,17-04-2018,17,3rd Week,4,Q2,2018
D001693,27-08-2019,27,4th Week,8,Q3,2019
D001694,16-03-2016,16,3rd Week,3,Q1,2016
D001695,16-03-2018,16,3rd Week,3,Q1,2018
D001696,13-06-2019,13,2nd Week,6,Q2,2019
D001697,17-05-2020,17,3rd Week,5,Q2,2020
D001698,02-09-2017,2,1st Week,9,Q3,2017
D001699,01-04-2015,1,1st Week,4,Q2,2015
D001700,07-12-2017,7,1st Week,12,Q4,2017
D001701,21-04-2018,21,3rd Week,4,Q2,2018
D001702,21-03-2015,21,3rd Week,3,Q1,2015
D001703,25-02-2020,25,4th Week,2,Q1,2020
D001704,09-08-2014,9,2nd Week,8,Q3,2014
D001705,09-04-2017,9,2nd Week,4,Q2,2017
D001706,16-12-2015,16,3rd Week,12,Q4,2015
D001707,11-03-2016,11,2nd Week,3,Q1,2016
D001708,14-06-2018,14,2nd Week,6,Q2,2018
D001709,15-04-2019,15,3rd Week,4,Q2,2019
D001710,02-07-2016,2,1st Week,7,Q3,2016
D001711,23-01-2014,23,4th Week,1,Q1,2014
D001712,22-11-2017,22,4th Week,11,Q4,2017
D001713,19-06-2017,19,3rd Week,6,Q2,2017
D001714,24-01-2015,24,4th Week,1,Q1,2015
D001715,24-11-2017,24,4th Week,11,Q4,2017
D001716,20-08-2014,20,3rd Week,8,Q3,2014
D001717,13-11-2017,13,2nd Week,11,Q4,2017
D001718,10-11-2016,10,2nd Week,11,Q4,2016
D001719,11-04-2016,11,2nd Week,4,Q2,2016
D001720,22-05-2017,22,4th Week,5,Q2,2017
D001721,04-01-2016,4,1st Week,1,Q1,2016
D001722,20-04-2020,20,3rd Week,4,Q2,2020
D001723,29-06-2017,29,4th Week,6,Q2,2017
D001724,28-03-2018,28,4th Week,3,Q1,2018
D001725,28-04-2014,28,4th Week,4,Q2,2014
D001726,04-04-2016,4,1st Week,4,Q2,2016
D001727,30-03-2018,30,4th Week,3,Q1,2018
D001728,24-10-2014,24,4th Week,10,Q4,2014
D001729,09-07-2014,9,2nd Week,7,Q3,2014
D001730,12-07-2019,12,2nd Week,7,Q3,2019
D001731,20-03-2014,20,3rd Week,3,Q1,2014
D001732,14-07-2019,14,2nd Week,7,Q3,2019
D001733,04-01-2020,4,1st Week,1,Q1,2020
D001734,04-03-2019,4,1st Week,3,Q1,2019
D001735,04-05-2017,4,1st Week,5,Q2,2017
D001736,16-07-2016,16,3rd Week,7,Q3,2016
D001737,23-07-2015,23,4th Week,7,Q3,2015
D001738,24-03-2018,24,4th Week,3,Q1,2018
D001739,02-03-2018,2,1st Week,3,Q1,2018
D001740,17-02-2015,17,3rd Week,2,Q1,2015
D001741,31-12-2016,31,4th Week,12,Q4,2016
D001742,13-10-2019,13,2nd Week,10,Q4,2019
D001743,15-09-2019,15,3rd Week,9,Q3,2019
D001744,23-03-2018,23,4th Week,3,Q1,2018
D001745,16-05-2019,16,3rd Week,5,Q2,2019
D001746,28-08-2016,28,4th Week,8,Q3,2016
D001747,22-06-2020,22,4th Week,6,Q2,2020
D001748,21-05-2020,21,3rd Week,5,Q2,2020
D001749,06-12-2020,6,1st Week,12,Q4,2020
D001750,10-06-2016,10,2nd Week,6,Q2,2016
D001751,02-10-2015,2,1st Week,10,Q4,2015
D001752,31-10-2018,31,4th Week,10,Q4,2018
D001753,11-09-2018,11,2nd Week,9,Q3,2018
D001754,29-11-2014,29,4th Week,11,Q4,2014
D001755,14-01-2020,14,2nd Week,1,Q1,2020
D001756,14-03-2019,14,2nd Week,3,Q1,2019
D001757,28-11-2020,28,4th Week,11,Q4,2020
D001758,23-03-2014,23,4th Week,3,Q1,2014
D001759,06-02-2019,6,1st Week,2,Q1,2019
D001760,27-12-2018,27,4th Week,12,Q4,2018
D001761,17-09-2017,17,3rd Week,9,Q3,2017
D001762,29-01-2018,29,4th Week,1,Q1,2018
D001763,06-04-2016,6,1st Week,4,Q2,2016
D001764,25-04-2020,25,4th Week,4,Q2,2020
D001765,14-08-2017,14,2nd Week,8,Q3,2017
D001766,13-01-2016,13,2nd Week,1,Q1,2016
D001767,03-09-2017,3,1st Week,9,Q3,2017
D001768,09-06-2017,9,2nd Week,6,Q2,2017
D001769,12-01-2021,12,2nd Week,1,Q1,2021
D001770,16-08-2018,16,3rd Week,8,Q3,2018
D001771,01-07-2014,1,1st Week,7,Q3,2014
D001772,21-01-2020,21,3rd Week,1,Q1,2020
D001773,08-08-2018,8,2nd Week,8,Q3,2018
D001774,29-10-2019,29,4th Week,10,Q4,2019
D001775,12-03-2018,12,2nd Week,3,Q1,2018
D001776,09-05-2014,9,2nd Week,5,Q2,2014
D001777,13-08-2016,13,2nd Week,8,Q3,2016
D001778,28-08-2017,28,4th Week,8,Q3,2017
D001779,27-07-2020,27,4th Week,7,Q3,2020
D001780,15-09-2020,15,3rd Week,9,Q3,2020
D001781,01-08-2015,1,1st Week,8,Q3,2015
D001782,26-11-2014,26,4th Week,11,Q4,2014
D001783,08-04-2018,8,2nd Week,4,Q2,2018
D001784,10-12-2019,10,2nd Week,12,Q4,2019
D001785,19-01-2018,19,3rd Week,1,Q1,2018
D001786,15-12-2019,15,3rd Week,12,Q4,2019
D001787,01-07-2019,1,1st Week,7,Q3,2019
D001788,23-08-2020,23,4th Week,8,Q3,2020
D001789,31-03-2018,31,4th Week,3,Q1,2018
D001790,20-07-2015,20,3rd Week,7,Q3,2015
D001791,14-10-2019,14,2nd Week,10,Q4,2019
D001792,23-06-2014,23,4th Week,6,Q2,2014
D001793,19-04-2018,19,3rd Week,4,Q2,2018
D001794,27-07-2019,27,4th Week,7,Q3,2019
D001795,19-06-2016,19,3rd Week,6,Q2,2016
D001796,15-05-2014,15,3rd Week,5,Q2,2014
D001797,19-03-2017,19,3rd Week,3,Q1,2017
D001798,18-03-2018,18,3rd Week,3,Q1,2018
D001799,08-10-2018,8,2nd Week,10,Q4,2018
D001800,10-09-2019,10,2nd Week,9,Q3,2019
D001801,04-09-2017,4,1st Week,9,Q3,2017
D001802,02-08-2016,2,1st Week,8,Q3,2016
D001803,13-10-2017,13,2nd Week,10,Q4,2017
D001804,01-09-2019,1,1st Week,9,Q3,2019
D001805,11-11-2020,11,2nd Week,11,Q4,2020
D001806,03-07-2020,3,1st Week,7,Q3,2020
D001807,03-02-2019,3,1st Week,2,Q1,2019
D001808,05-05-2017,5,1st Week,5,Q2,2017
D001809,16-10-2014,16,3rd Week,10,Q4,2014
D001810,20-06-2020,20,3rd Week,6,Q2,2020
D001811,07-07-2014,7,1st Week,7,Q3,2014
D001812,15-02-2019,15,3rd Week,2,Q1,2019
D001813,03-07-2018,3,1st Week,7,Q3,2018
D001814,06-08-2020,6,1st Week,8,Q3,2020
D001815,01-10-2018,1,1st Week,10,Q4,2018
D001816,01-05-2016,1,1st Week,5,Q2,2016
D001817,14-01-2015,14,2nd Week,1,Q1,2015
D001818,24-10-2017,24,4th Week,10,Q4,2017
D001819,16-09-2020,16,3rd Week,9,Q3,2020
D001820,10-01-2018,10,2nd Week,1,Q1,2018
D001821,04-05-2016,4,1st Week,5,Q2,2016
D001822,09-05-2020,9,2nd Week,5,Q2,2020
D001823,24-12-2015,24,4th Week,12,Q4,2015
D001824,06-01-2018,6,1st Week,1,Q1,2018
D001825,17-01-2021,17,3rd Week,1,Q1,2021
D001826,10-07-2019,10,2nd Week,7,Q3,2019
D001827,15-09-2016,15,3rd Week,9,Q3,2016
D001828,30-09-2016,30,4th Week,9,Q3,2016
D001829,17-02-2019,17,3rd Week,2,Q1,2019
D001830,03-08-2017,3,1st Week,8,Q3,2017
D001831,23-03-2020,23,4th Week,3,Q1,2020
D001832,18-10-2016,18,3rd Week,10,Q4,2016
D001833,13-07-2016,13,2nd Week,7,Q3,2016
D001834,13-08-2017,13,2nd Week,8,Q3,2017
D001835,20-02-2020,20,3rd Week,2,Q1,2020
D001836,08-01-2019,8,2nd Week,1,Q1,2019
D001837,05-04-2016,5,1st Week,4,Q2,2016
D001838,07-02-2015,7,1st Week,2,Q1,2015
D001839,01-08-2014,1,1st Week,8,Q3,2014
D001840,30-04-2018,30,4th Week,4,Q2,2018
D001841,29-11-2016,29,4th Week,11,Q4,2016
D001842,19-03-2018,19,3rd Week,3,Q1,2018
D001843,28-11-2014,28,4th Week,11,Q4,2014
D001844,22-08-2020,22,4th Week,8,Q3,2020
D001845,19-01-2019,19,3rd Week,1,Q1,2019
D001846,30-11-2014,30,4th Week,11,Q4,2014
D001847,24-06-2015,24,4th Week,6,Q2,2015
D001848,29-11-2019,29,4th Week,11,Q4,2019
D001849,31-10-2020,31,4th Week,10,Q4,2020
D001850,01-05-2019,1,1st Week,5,Q2,2019
D001851,24-01-2017,24,4th Week,1,Q1,2017
D001852,12-04-2018,12,2nd Week,4,Q2,2018
D001853,12-06-2019,12,2nd Week,6,Q2,2019
D001854,14-10-2017,14,2nd Week,10,Q4,2017
D001855,12-11-2015,12,2nd Week,11,Q4,2015
D001856,28-09-2014,28,4th Week,9,Q3,2014
D001857,12-09-2019,12,2nd Week,9,Q3,2019
D001858,05-02-2014,5,1st Week,2,Q1,2014
D001859,05-07-2019,5,1st Week,7,Q3,2019
D001860,17-01-2016,17,3rd Week,1,Q1,2016
D001861,12-03-2015,12,2nd Week,3,Q1,2015
D001862,03-11-2019,3,1st Week,11,Q4,2019
D001863,27-01-2018,27,4th Week,1,Q1,2018
D001864,05-09-2017,5,1st Week,9,Q3,2017
D001865,09-05-2016,9,2nd Week,5,Q2,2016
D001866,20-09-2020,20,3rd Week,9,Q3,2020
D001867,29-01-2014,29,4th Week,1,Q1,2014
D001868,10-11-2015,10,2nd Week,11,Q4,2015
D001869,23-05-2014,23,4th Week,5,Q2,2014
D001870,15-01-2015,15,3rd Week,1,Q1,2015
D001871,09-02-2015,9,2nd Week,2,Q1,2015
D001872,19-12-2020,19,3rd Week,12,Q4,2020
D001873,05-12-2016,5,1st Week,12,Q4,2016
D001874,22-11-2019,22,4th Week,11,Q4,2019
D001875,21-08-2015,21,3rd Week,8,Q3,2015
D001876,11-10-2018,11,2nd Week,10,Q4,2018
D001877,17-11-2015,17,3rd Week,11,Q4,2015
D001878,27-12-2017,27,4th Week,12,Q4,2017
D001879,20-11-2017,20,3rd Week,11,Q4,2017
D001880,06-01-2015,6,1st Week,1,Q1,2015
D001881,05-07-2015,5,1st Week,7,Q3,2015
D001882,04-08-2017,4,1st Week,8,Q3,2017
D001883,18-11-2020,18,3rd Week,11,Q4,2020
D001884,05-06-2019,5,1st Week,6,Q2,2019
D001885,25-08-2015,25,4th Week,8,Q3,2015
D001886,16-12-2017,16,3rd Week,12,Q4,2017
D001887,31-05-2014,31,4th Week,5,Q2,2014
D001888,14-06-2014,14,2nd Week,6,Q2,2014
D001889,12-09-2017,12,2nd Week,9,Q3,2017
D001890,16-03-2017,16,3rd Week,3,Q1,2017
D001891,06-07-2019,6,1st Week,7,Q3,2019
D001892,07-02-2019,7,1st Week,2,Q1,2019
D001893,25-01-2016,25,4th Week,1,Q1,2016
D001894,09-08-2016,9,2nd Week,8,Q3,2016
D001895,30-06-2020,30,4th Week,6,Q2,2020
D001896,03-02-2020,3,1st Week,2,Q1,2020
D001897,18-05-2019,18,3rd Week,5,Q2,2019
D001898,09-03-2019,9,2nd Week,3,Q1,2019
D001899,22-04-2016,22,4th Week,4,Q2,2016
D001900,02-10-2017,2,1st Week,10,Q4,2017
D001901,23-10-2018,23,4th Week,10,Q4,2018
D001902,25-07-2017,25,4th Week,7,Q3,2017
D001903,17-10-2014,17,3rd Week,10,Q4,2014
D001904,07-07-2016,7,1st Week,7,Q3,2016
D001905,26-09-2019,26,4th Week,9,Q3,2019
D001906,16-04-2017,16,3rd Week,4,Q2,2017
D001907,13-09-2019,13,2nd Week,9,Q3,2019
D001908,27-06-2019,27,4th Week,6,Q2,2019
D001909,15-07-2015,15,3rd Week,7,Q3,2015
D001910,15-03-2015,15,3rd Week,3,Q1,2015
D001911,22-04-2014,22,4th Week,4,Q2,2014
D001912,28-04-2016,28,4th Week,4,Q2,2016
D001913,07-04-2016,7,1st Week,4,Q2,2016
D001914,05-01-2019,5,1st Week,1,Q1,2019
D001915,27-10-2016,27,4th Week,10,Q4,2016
D001916,02-03-2014,2,1st Week,3,Q1,2014
D001917,01-09-2020,1,1st Week,9,Q3,2020
D001918,18-11-2016,18,3rd Week,11,Q4,2016
D001919,27-09-2014,27,4th Week,9,Q3,2014
D001920,29-07-2018,29,4th Week,7,Q3,2018
D001921,28-09-2015,28,4th Week,9,Q3,2015
D001922,18-04-2017,18,3rd Week,4,Q2,2017
D001923,09-09-2017,9,2nd Week,9,Q3,2017
D001924,25-10-2018,25,4th Week,10,Q4,2018
D001925,21-07-2018,21,3rd Week,7,Q3,2018
D001926,04-02-2016,4,1st Week,2,Q1,2016
D001927,03-01-2017,3,1st Week,1,Q1,2017
D001928,25-07-2018,25,4th Week,7,Q3,2018
D001929,27-01-2020,27,4th Week,1,Q1,2020
D001930,12-01-2019,12,2nd Week,1,Q1,2019
D001931,08-08-2020,8,2nd Week,8,Q3,2020
D001932,21-09-2016,21,3rd Week,9,Q3,2016
D001933,30-04-2016,30,4th Week,4,Q2,2016
D001934,20-08-2015,20,3rd Week,8,Q3,2015
D001935,18-09-2014,18,3rd Week,9,Q3,2014
D001936,11-10-2019,11,2nd Week,10,Q4,2019
D001937,27-07-2017,27,4th Week,7,Q3,2017
D001938,20-01-2015,20,3rd Week,1,Q1,2015
D001939,12-12-2016,12,2nd Week,12,Q4,2016
D001940,14-05-2020,14,2nd Week,5,Q2,2020
D001941,14-11-2015,14,2nd Week,11,Q4,2015
D001942,05-11-2017,5,1st Week,11,Q4,2017
D001943,07-07-2019,7,1st Week,7,Q3,2019
D001944,10-11-2020,10,2nd Week,11,Q4,2020
D001945,24-11-2014,24,4th Week,11,Q4,2014
D001946,04-07-2017,4,1st Week,7,Q3,2017
D001947,27-02-2019,27,4th Week,2,Q1,2019
D001948,10-12-2020,10,2nd Week,12,Q4,2020
D001949,17-07-2016,17,3rd Week,7,Q3,2016
D001950,06-05-2019,6,1st Week,5,Q2,2019
D001951,28-03-2020,28,4th Week,3,Q1,2020
D001952,24-03-2014,24,4th Week,3,Q1,2014
D001953,03-09-2020,3,1st Week,9,Q3,2020
D001954,25-06-2020,25,4th Week,6,Q2,2020
D001955,01-12-2020,1,1st Week,12,Q4,2020
D001956,09-07-2019,9,2nd Week,7,Q3,2019
D001957,07-09-2020,7,1st Week,9,Q3,2020
D001958,08-01-2016,8,2nd Week,1,Q1,2016
D001959,10-03-2016,10,2nd Week,3,Q1,2016
D001960,03-10-2018,3,1st Week,10,Q4,2018
D001961,30-04-2015,30,4th Week,4,Q2,2015
D001962,25-09-2014,25,4th Week,9,Q3,2014
D001963,12-02-2014,12,2nd Week,2,Q1,2014
D001964,06-06-2020,6,1st Week,6,Q2,2020
D001965,07-06-2020,7,1st Week,6,Q2,2020
D001966,02-12-2017,2,1st Week,12,Q4,2017
D001967,06-08-2016,6,1st Week,8,Q3,2016
D001968,28-10-2016,28,4th Week,10,Q4,2016
D001969,11-07-2015,11,2nd Week,7,Q3,2015
D001970,26-11-2018,26,4th Week,11,Q4,2018
D001971,05-09-2019,5,1st Week,9,Q3,2019
D001972,02-02-2020,2,1st Week,2,Q1,2020
D001973,10-01-2016,10,2nd Week,1,Q1,2016
D001974,16-11-2017,16,3rd Week,11,Q4,2017
D001975,07-02-2016,7,1st Week,2,Q1,2016
D001976,24-06-2016,24,4th Week,6,Q2,2016
D001977,08-03-2018,8,2nd Week,3,Q1,2018
D001978,03-09-2018,3,1st Week,9,Q3,2018
D001979,01-01-2021,1,1st Week,1,Q1,2021
D001980,27-11-2017,27,4th Week,11,Q4,2017
D001981,11-06-2015,11,2nd Week,6,Q2,2015
D001982,21-05-2016,21,3rd Week,5,Q2,2016
D001983,20-05-2014,20,3rd Week,5,Q2,2014
D001984,18-12-2015,18,3rd Week,12,Q4,2015
D001985,12-07-2016,12,2nd Week,7,Q3,2016
D001986,24-08-2014,24,4th Week,8,Q3,2014
D001987,14-11-2017,14,2nd Week,11,Q4,2017
D001988,13-08-2015,13,2nd Week,8,Q3,2015
D001989,29-01-2020,29,4th Week,1,Q1,2020
D001990,20-03-2019,20,3rd Week,3,Q1,2019
D001991,21-06-2019,21,3rd Week,6,Q2,2019
D001992,18-05-2016,18,3rd Week,5,Q2,2016
D001993,02-04-2014,2,1st Week,4,Q2,2014
D001994,26-06-2014,26,4th Week,6,Q2,2014
D001995,28-08-2020,28,4th Week,8,Q3,2020
D001996,06-01-2021,6,1st Week,1,Q1,2021
D001997,18-11-2015,18,3rd Week,11,Q4,2015
D001998,19-12-2014,19,3rd Week,12,Q4,2014
D001999,16-02-2014,16,3rd Week,2,Q1,2014
D002000,22-09-2015,22,4th Week,9,Q3,2015
D002001,29-10-2014,29,4th Week,10,Q4,2014
D002002,09-09-2018,9,2nd Week,9,Q3,2018
D002003,30-06-2016,30,4th Week,6,Q2,2016
D002004,10-11-2018,10,2nd Week,11,Q4,2018
D002005,02-03-2015,2,1st Week,3,Q1,2015
D002006,15-05-2019,15,3rd Week,5,Q2,2019
D002007,24-07-2015,24,4th Week,7,Q3,2015
D002008,24-09-2018,24,4th Week,9,Q3,2018
D002009,25-05-2019,25,4th Week,5,Q2,2019
D002010,04-08-2016,4,1st Week,8,Q3,2016
D002011,01-12-2017,1,1st Week,12,Q4,2017
D002012,04-10-2014,4,1st Week,10,Q4,2014
D002013,31-07-2020,31,4th Week,7,Q3,2020
D002014,08-07-2019,8,2nd Week,7,Q3,2019
D002015,02-12-2016,2,1st Week,12,Q4,2016
D002016,13-11-2018,13,2nd Week,11,Q4,2018
D002017,14-03-2014,14,2nd Week,3,Q1,2014
D002018,27-01-2016,27,4th Week,1,Q1,2016
D002019,09-06-2015,9,2nd Week,6,Q2,2015
D002020,24-05-2020,24,4th Week,5,Q2,2020
D002021,16-04-2015,16,3rd Week,4,Q2,2015
D002022,24-04-2017,24,4th Week,4,Q2,2017
D002023,12-04-2017,12,2nd Week,4,Q2,2017
D002024,23-09-2017,23,4th Week,9,Q3,2017
D002025,26-06-2019,26,4th Week,6,Q2,2019
D002026,08-06-2018,8,2nd Week,6,Q2,2018
D002027,03-04-2016,3,1st Week,4,Q2,2016
D002028,13-03-2018,13,2nd Week,3,Q1,2018
D002029,28-07-2017,28,4th Week,7,Q3,2017
D002030,29-04-2019,29,4th Week,4,Q2,2019
D002031,28-08-2019,28,4th Week,8,Q3,2019
D002032,27-04-2017,27,4th Week,4,Q2,2017
D002033,05-11-2016,5,1st Week,11,Q4,2016
D002034,23-08-2019,23,4th Week,8,Q3,2019
